record_identifier,symbol_code,market_code,symbol_state,symbol_flag,bid_volume,bid_price,ask_price,ask_volume,last_trade_price,last_trade_volume,last_trade_time,last_day_close_price,symbol_direction,average_price,high_price,low_price,net_change,total_traded_volume,total_trades,open_price,timestamp
FEED,PAKOXY,REG,E0,"",0,0,0,0,135.35,300,,136.5,,2223440.44,139.88,135.17,-1.15,16146,71,137.0,2025-01-15 15:50:06
FEED,PAKRI,REG,E0,"",0,0,0,0,14.9,500,,14.93,,361832.5,14.99,14.77,-0.03,24306,53,14.99,2025-01-15 15:50:06
FEED,PAKT,REG,E0,"",0,0,0,0,1260.38,100,,1261.73,,606145.99,1267.0,1212.0,-1.35,481,32,1212.0,2025-01-15 15:50:06
FEED,PASL,REG,E0,"",0,0,0,0,1.49,5000,,1.47,,567134.08,1.51,1.44,0.02,386128,131,1.51,2025-01-15 15:50:06
FEED,PASM,REG,E0,"",0,0,0,0,5.0,100,,4.5,,178345.75,5.14,4.5,0.5,36472,39,4.8,2025-01-15 15:50:06
FEED,PCAL,REG,E0,"",0,0,0,0,193.09,600,,194.54,,2420808.14,195.95,190.5,-1.45,12567,81,194.54,2025-01-15 15:50:06
FEED,PECO,REG,E0,"",0,0,0,0,601.56,5,,600.01,,566882.1,639.0,596.0,1.55,912,19,639.0,2025-01-15 15:50:06
FEED,PELPS,REG,E0,"",0,0,0,0,12.44,0,,12.44,,0.0,,,,0,0,,2025-01-15 15:50:06
FEED,PGLC,REG,E0,"",0,0,0,0,22.9,500,,23.86,,611417.81,25.99,22.05,-0.96,26208,71,25.99,2025-01-15 15:50:06
FEED,PHDL,REG,E0,"",0,0,0,0,49.46,500,,50.03,,7708083.22,50.0,49.15,-0.57,155542,252,50.0,2025-01-15 13:00:00
FEED,PIAA,REG,PRE,"",0,0,0,0,22.17,10000,,22.17,,21.91,22.2,21.12,1.52,7467294,2625,22,2025-01-15 09:30:39
FEED,PIAB,REG,PRE,"",0,0,0,0,828.42,0,,828.42,,0,,,,0,0,,2025-01-15 09:30:39
FEED,PIAHCLA,REG,E0,"",0,0,0,0,17.13,2000,,17.39,,36894723.89,17.57,17.07,-0.26,2137346,1088,17.57,2025-01-15 15:50:06
FEED,PIAHCLB,REG,E0,"",0,0,0,0,844.57,0,,844.57,,0.0,,,,0,0,,2025-01-15 15:50:06
FEED,PIBTL,REG,E0,"",0,0,0,0,8.42,36500,,8.51,,46288291.61,8.72,8.39,-0.09,5417882,1516,8.5,2025-01-15 15:50:07
FEED,PICL,REG,E1,"",0,0,0,0,0.1,0,,0.1,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,PICT,REG,E0,"",0,0,0,0,47.39,100,,47.49,,2972899.18,47.89,47.0,-0.1,62846,199,47.89,2025-01-15 15:50:07
FEED,PIL,REG,E0,"",0,0,0,0,3.07,10000,,3.37,,889399.65,3.28,3.03,-0.3,284796,157,3.21,2025-01-15 15:50:07
FEED,PIM,REG,E0,"",0,0,0,0,12.0,1,,12.0,,662.0,13.0,12.14,0.0,51,5,12.99,2025-01-15 15:50:07
FEED,PINL,REG,E0,"",0,0,0,0,5.52,1,,5.52,,94.21,5.74,5.52,0.0,17,3,5.74,2025-01-15 15:50:07
FEED,PIOC,REG,E0,"",0,0,0,0,194.22,500,,195.07,,12449503.18,197.69,193.5,-0.85,63457,331,195.1,2025-01-15 15:50:07
FEED,PKGI,REG,E0,"",0,0,0,0,8.25,1,,8.52,,52215.43,8.99,8.02,-0.27,6076,28,8.5,2025-01-15 15:50:07
FEED,PKGIR,REG,PRE,"",0,0,0,0,1.36,0,,1.36,,0,,,,0,0,,2025-01-15 09:30:14
FEED,PKGP,REG,E0,"",0,0,0,0,102.2,1,,104.0,,1052746.06,105.44,97.0,-1.8,10177,50,98.0,2025-01-15 15:50:07
FEED,PKGS,REG,E0,"",0,0,0,0,535.21,200,,533.28,,2028006.77,549.0,530.0,1.93,3780,102,530.0,2025-01-15 15:50:07
FEED,PMI,REG,E0,"",0,0,0,0,2.41,3900,,2.54,,4245460.05,2.55,2.4,-0.13,1733739,198,2.55,2025-01-15 15:50:07
FEED,PMPK,REG,E0,"",0,0,0,0,733.76,1,,789.76,,707478.46,800.0,722.0,-56.0,958,74,770.0,2025-01-15 15:50:07
FEED,PMRS,REG,E0,"",0,0,0,0,400.71,5,,435.61,,122174.95,434.98,400.0,-34.9,305,6,400.01,2025-01-15 15:50:07
FEED,PNSC,REG,E0,"",0,0,0,0,463.66,25,,449.47,,33156542.6,475.0,446.51,14.19,71717,421,447.0,2025-01-15 15:50:07
FEED,POL,REG,E0,"",0,0,0,0,629.8,900,,624.35,,100560882.64,632.99,623.5,5.45,160141,714,628.0,2025-01-15 15:50:07
FEED,POML,REG,E0,"",0,0,0,0,152.0,62,,152.0,,27118.42,165.65,143.0,0.0,168,13,143.0,2025-01-15 15:50:07
FEED,POWER,REG,E0,"",0,0,0,0,9.09,9000,,9.15,,29706441.33,9.29,9.05,-0.06,3249202,444,9.1,2025-01-15 15:50:07
FEED,POWERPS,REG,E0,"",0,0,0,0,12.29,500,,11.17,,18435.0,12.29,12.29,1.12,1500,3,12.29,2025-01-15 15:50:07
FEED,PPL,REG,E0,"",0,0,0,0,190.86,500,,192.73,,1009868471.12,195.0,189.6,-1.87,5255518,4983,193.0,2025-01-15 15:50:07
FEED,PPP,REG,E0,"",0,0,0,0,166.04,2000,,162.85,,4345834.41,167.0,158.6,3.19,26480,101,164.0,2025-01-15 15:50:07
FEED,PPVC,REG,E0,"",0,0,0,0,10.37,100,,10.38,,32665.61,10.89,9.36,-0.01,3156,20,10.89,2025-01-15 15:50:07
FEED,PREMA,REG,E0,"",0,0,0,0,24.53,4899,,25.26,,44371236.91,26.3,24.25,-0.73,1750406,830,25.4,2025-01-15 15:50:07
FEED,PRET,REG,E0,"",0,0,0,0,395.0,40,,399.47,,35550.0,395.0,395.0,-4.47,90,2,395.0,2025-01-15 15:50:07
FEED,PRIB,REG,E1,"",0,0,0,0,4.0,0,,4.0,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,PRIC,REG,E1,"",0,0,0,0,1.13,0,,1.13,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,PRL,REG,E0,"",0,0,0,0,43.49,500,,41.5,,2461968486.65,44.65,41.3,1.99,56858715,21087,41.75,2025-01-15 15:50:07
FEED,PRWM,REG,E0,"",0,0,0,0,37.0,0,,37.0,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,PSEL,REG,E0,"",0,0,0,0,885.16,4,,859.06,,530951.3,909.8,820.0,26.1,599,95,820.0,2025-01-15 15:50:07
FEED,PSMC,REG,PRE,"",0,0,0,0,609,0,,609,,0,,,,0,0,,2025-01-15 09:30:20
FEED,PSO,REG,E0,"",0,0,0,0,400.83,100,,402.75,,1124077152.18,410.0,398.03,-1.92,2774787,6177,405.01,2025-01-15 15:50:07
FEED,PSX,REG,E0,"",0,0,0,0,29.74,49943,,30.43,,102886757.51,31.04,29.6,-0.69,3411506,1868,30.43,2025-01-15 15:50:07
FEED,PSYL,REG,E0,"",0,0,0,0,42.98,500,,40.21,,612080.22,43.0,38.1,2.77,14696,30,38.1,2025-01-15 15:50:07
FEED,PTC,REG,E0,"",0,0,0,0,24.79,4700,,24.44,,263770857.68,25.8,24.25,0.35,10473018,3009,24.6,2025-01-15 15:50:07
FEED,PTL,REG,E0,"",0,0,0,0,44.52,50,,42.64,,8008869.96,45.8,42.52,1.88,178248,300,42.52,2025-01-15 15:50:07
FEED,PUDF,REG,E1,"",0,0,0,0,2.33,0,,2.33,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,QUET,REG,E0,"",0,0,0,0,18.22,1000,,18.0,,400547.72,18.48,16.64,0.22,22699,49,16.64,2025-01-15 15:50:07
FEED,QUICE,REG,E0,"",0,0,0,0,6.62,30000,,7.05,,61212144.35,7.25,6.59,-0.43,8870973,1813,7.15,2025-01-15 15:50:07
FEED,RCML,REG,E0,"",0,0,0,0,589.23,20,,585.58,,100750.4,615.0,550.02,3.65,172,18,561.0,2025-01-15 15:50:07
FEED,REDCO,REG,E0,"",0,0,0,0,15.83,1248,,15.12,,1474871.69,16.63,14.11,0.71,95830,164,15.3,2025-01-15 15:50:07
FEED,REGAL,REG,E1,"",0,0,0,0,3.8,0,,3.8,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,REWM,REG,E0,"",0,0,0,0,145.05,25,,143.72,,242078.5,146.89,140.2,1.33,1690,15,143.0,2025-01-15 15:50:07
FEED,RICL,REG,E0,"",0,0,0,0,12.01,10,,12.85,,18020.97,12.78,12.0,-0.84,1501,5,12.0,2025-01-15 15:50:07
FEED,RMPL,REG,E0,"",0,0,0,0,9080.33,1,,9017.39,,272916.09,9298.74,8911.98,62.94,30,18,8911.98,2025-01-15 15:50:07
FEED,RPL,REG,E0,"",0,0,0,0,17.38,10,,17.5,,3807890.71,17.7,17.29,-0.12,218235,159,17.5,2025-01-15 15:50:07
FEED,RUBY,REG,E0,"",0,0,0,0,7.53,25,,7.71,,25791.8,7.89,7.45,-0.18,3427,14,7.89,2025-01-15 15:50:07
FEED,RUPL,REG,E0,"",0,0,0,0,20.63,101,,21.0,,96005.72,21.48,20.5,-0.37,4606,16,21.25,2025-01-15 15:50:07
FEED,SAIF,REG,E0,"",0,0,0,0,13.78,1,,13.57,,7180.79,14.73,13.51,0.21,521,18,13.58,2025-01-15 15:50:07
FEED,SANE,REG,E1,"",0,0,0,0,8.07,0,,8.07,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,SANSM,REG,E0,"",0,0,0,0,22.73,52,,22.73,,1150.24,22.12,22.12,0.0,52,1,22.12,2025-01-15 15:50:07
FEED,SAPT,REG,E0,"",0,0,0,0,1200.0,109,,1250.0,,254813.39,1249.0,1130.02,-50.0,212,16,1130.02,2025-01-15 15:50:07
FEED,SARC,REG,E0,"",0,0,0,0,32.5,5,,34.0,,179317.93,37.3,30.65,-1.5,5618,14,30.65,2025-01-15 15:50:07
FEED,SASML,REG,E0,"",0,0,0,0,40.0,1,,40.0,,43.99,43.99,43.99,0.0,1,1,43.99,2025-01-15 15:50:07
FEED,SAZEW,REG,E0,"",0,0,0,0,1091.23,295,,1099.13,,175493941.31,1117.0,1086.0,-7.9,159499,1532,1096.01,2025-01-15 15:50:07
FEED,SBL,REG,E0,"",0,0,0,0,9.49,1500,,9.49,,2226660.0,9.5,9.46,0.0,234392,25,9.5,2025-01-15 15:50:07
FEED,SCBPL,REG,E0,"",0,0,0,0,55.47,65,,55.48,,320372.79,56.0,54.1,-0.01,5744,37,55.99,2025-01-15 15:50:07
FEED,SCHT,REG,E1,"",0,0,0,0,0.65,0,,0.65,,0.0,,,,0,0,,2025-01-15 15:50:07
FEED,SCL,REG,E0,"",0,0,0,0,267.18,1,,267.18,,8800.08,278.0,261.01,0.0,32,10,278.0,2025-01-15 15:50:07
FEED,SDOT,REG,E1,"",0,0,0,0,0.85,0,,0.85,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SEARL,REG,E0,"",0,0,0,0,102.66,415,,101.27,,929683675.23,106.4,101.5,1.39,8945762,7775,102.0,2025-01-15 15:50:08
FEED,SEL,REG,E0,"",0,0,0,0,12.0,8,,12.0,,95.92,11.99,11.99,0.0,8,1,11.99,2025-01-15 15:50:08
FEED,SEPL,REG,E0,"",0,0,0,0,149.94,88,,148.01,,5186589.43,153.0,147.2,1.93,34510,104,148.0,2025-01-15 15:50:08
FEED,SERT,REG,E0,"",0,0,0,0,15.13,5000,,13.75,,2230906.45,15.13,12.51,1.38,149372,120,14.2,2025-01-15 15:50:08
FEED,SFAT,REG,E1,"",0,0,0,0,1.89,0,,1.89,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SFL,REG,E0,"",0,0,0,0,1122.39,0,,1122.39,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SGABL,REG,E0,"",0,0,0,0,126.0,0,,126.0,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SGF,REG,E0,"",0,0,0,0,93.49,200,,94.08,,9226911.15,95.0,92.5,-0.59,97910,123,95.0,2025-01-15 15:50:08
FEED,SGPL,REG,E0,"",0,0,0,0,8.98,1000,,8.9,,27156.58,9.05,8.9,0.08,3023,7,8.98,2025-01-15 15:50:08
FEED,SHCI,REG,E1,"",0,0,0,0,6.49,0,,6.49,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SHCM,REG,E0,"",0,0,0,0,28.93,1,,28.93,,29.98,29.98,29.98,0.0,1,1,29.98,2025-01-15 15:50:08
FEED,SHDT,REG,E0,"",0,0,0,0,20.5,2000,,21.5,,85740.9,21.98,20.5,-1.0,4155,8,21.98,2025-01-15 15:50:08
FEED,SHEL,REG,E0,"",0,0,0,0,208.6,500,,210.52,,17809180.91,215.0,208.0,-1.92,84539,374,212.0,2025-01-15 15:50:08
FEED,SHEZ,REG,E0,"",0,0,0,0,136.06,680,,123.69,,12847885.66,136.06,120.01,12.37,96244,322,120.01,2025-01-15 15:50:08
FEED,SHFA,REG,E0,"",0,0,0,0,399.73,87,,399.68,,67382385.16,403.0,390.05,0.05,168531,263,400.0,2025-01-15 15:50:08
FEED,SHJS,REG,E0,"",0,0,0,0,94.13,0,,94.13,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SHNI,REG,E0,"",0,0,0,0,6.93,0,,6.93,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SHSML,REG,E0,"",0,0,0,0,425.42,2,,412.18,,1770007.15,453.4,410.0,13.24,4087,63,415.0,2025-01-15 15:50:08
FEED,SIBL,REG,E0,"",0,0,0,0,11.02,730,,11.54,,49378.33,11.92,11.0,-0.52,4418,18,11.55,2025-01-15 15:50:08
FEED,SICL,REG,E1,"",0,0,0,0,44.0,0,,44.0,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SIEM,REG,E0,"",0,0,0,0,1511.0,40,,1529.0,,773827.89,1542.0,1511.0,-18.0,509,21,1512.0,2025-01-15 15:50:08
FEED,SILK,REG,E0,"",0,0,0,0,1.02,2500,,1.05,,2918583.29,1.05,1.01,-0.03,2848696,156,1.05,2025-01-15 15:50:08
FEED,SINDM,REG,E0,"",0,0,0,0,9.8,2000,,9.85,,261614.77,10.85,9.76,-0.05,25610,23,9.85,2025-01-15 15:50:08
FEED,SITC,REG,E0,"",0,0,0,0,334.36,10,,335.0,,26080.0,335.0,330.0,-0.64,78,2,335.0,2025-01-15 15:50:08
FEED,SKRS,REG,E0,"",0,0,0,0,12.41,1,,11.29,,2370432.74,12.42,11.29,1.12,201407,100,11.31,2025-01-15 15:50:08
FEED,SLCL,REG,E1,"",0,0,0,0,1.0,0,,1.0,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SLCPA,REG,E1,"",0,0,0,0,7.0,0,,7.0,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SLGL,REG,E0,"",0,0,0,0,15.12,447,,15.31,,17233943.08,15.4,15.01,-0.19,1135790,634,15.32,2025-01-15 15:50:08
FEED,SLL,REG,E1,"",0,0,0,0,1.7,0,,1.7,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SLYT,REG,E0,"",0,0,0,0,12.12,100,,12.4,,10224.14,12.64,11.51,-0.28,859,13,12.64,2025-01-15 15:50:08
FEED,SMBL,REG,PRE,"",0,0,0,0,2.17,0,,2.17,,0,,,,0,0,,2025-01-15 09:30:20
FEED,SMCPL,REG,E0,"",0,0,0,0,20.49,147,,20.8,,1224906.52,21.0,20.45,-0.31,59595,78,20.59,2025-01-15 15:50:08
FEED,SML,REG,E0,"",0,0,0,0,30.15,10,,32.78,,117779.76,32.96,30.01,-2.63,3911,10,30.01,2025-01-15 15:50:08
FEED,SNAI,REG,E0,"",0,0,0,0,30.14,10,,33.43,,98623.89,31.75,30.09,-3.29,3273,32,30.1,2025-01-15 15:50:08
FEED,SNBL,REG,E0,"",0,0,0,0,18.13,1900,,18.44,,11158967.08,18.58,18.0,-0.31,608574,197,18.31,2025-01-15 15:50:08
FEED,SNGP,REG,E0,"",0,0,0,0,99.94,500,,101.75,,159099176.2,103.0,99.24,-1.81,1574800,2576,102.1,2025-01-15 15:50:08
FEED,SPEL,REG,E0,"",0,0,0,0,46.01,100,,44.5,,383832421.93,48.0,44.75,1.51,8265452,4992,45.9,2025-01-15 15:50:08
FEED,SPL,REG,E0,"",0,0,0,0,13.4,3997,,13.26,,124456.15,13.48,13.11,0.14,9330,23,13.31,2025-01-15 15:50:08
FEED,SPLC,REG,E1,"",0,0,0,0,0.9,0,,0.9,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SPWL,REG,E0,"",0,0,0,0,13.7,1,,13.73,,1805711.66,14.0,13.6,-0.03,131050,243,13.7,2025-01-15 15:50:08
FEED,SRVI,REG,E0,"",0,0,0,0,1437.44,44,,1549.0,,15250761.85,1574.0,1401.5,-111.56,10438,266,1520.0,2025-01-15 15:50:08
FEED,SSGC,REG,E0,"",0,0,0,0,42.74,82,,43.87,,543490919.01,44.64,42.55,-1.13,12521256,7427,43.87,2025-01-15 15:50:08
FEED,SSIC,REG,E1,"",0,0,0,0,6.34,0,,6.34,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SSML,REG,E0,"",0,0,0,0,8.84,1000,,8.81,,255078.88,9.05,8.8,0.03,28715,5,8.9,2025-01-15 15:50:08
FEED,SSOM,REG,E0,"",0,0,0,0,75.0,50,,75.0,,8542.45,77.55,76.8,0.0,111,4,77.55,2025-01-15 15:50:08
FEED,STCL,REG,E0,"",0,0,0,0,15.5,400,,15.53,,3273933.43,16.05,15.5,-0.03,205918,80,15.58,2025-01-15 15:50:08
FEED,STJT,REG,E0,"",0,0,0,0,71.0,0,,71.0,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,STML,REG,E0,"",0,0,0,0,25.83,100,,25.83,,2600.0,26.0,26.0,0.0,100,1,26.0,2025-01-15 15:50:08
FEED,STPL,REG,E0,"",0,0,0,0,5.97,10000,,5.99,,4262349.24,6.1,5.92,-0.02,709524,201,6.09,2025-01-15 15:50:08
FEED,STYLERS,REG,E0,"",0,0,0,0,39.55,5,,39.55,,199.5,,,,5,1,,2025-01-15 15:50:08
FEED,STYLERSR,REG,PRE,"",0,0,0,0,1.72,0,,1.72,,0,,,,0,0,,2025-01-15 09:30:48
FEED,SUHJ,REG,E0,"",0,0,0,0,125.71,8,,125.44,,586277.69,130.0,115.05,0.27,4587,36,129.9,2025-01-15 15:50:08
FEED,SURAJ,REG,E1,"",0,0,0,0,10.0,0,,10.0,,0.0,,,,0,0,,2025-01-15 15:50:08
FEED,SURC,REG,E0,"",0,0,0,0,131.94,5,,131.94,,674.25,,,,5,1,,2025-01-15 15:50:08
FEED,SUTM,REG,E0,"",0,0,0,0,85.11,17,,85.11,,1920.25,87.4,87.25,0.0,22,2,87.4,2025-01-15 15:50:08
FEED,SYM,REG,E0,"",0,0,0,0,18.4,150,,18.76,,63747064.17,18.9,18.3,-0.36,3429582,2183,18.87,2025-01-15 15:50:08
FEED,SYS,REG,E0,"",0,0,0,0,568.3,21,,575.48,,125805477.86,582.0,566.0,-7.18,219806,865,580.0,2025-01-15 15:50:08
FEED,SZTM,REG,E0,"",0,0,0,0,29.87,0,,29.87,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,TAJT,REG,E1,"",0,0,0,0,0.41,0,,0.41,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,TATM,REG,E0,"",0,0,0,0,49.9,500,,47.0,,257604.64,50.25,47.5,2.9,5194,22,48.84,2025-01-15 15:50:09
FEED,TBL,REG,E0,"",0,0,0,0,15.3,500,,15.34,,15165166.01,15.57,15.2,-0.04,984128,495,15.49,2025-01-15 15:50:09
FEED,TCORP,REG,E0,"",0,0,0,0,13.5,2374,,14.0,,608124.28,14.25,13.5,-0.5,43475,23,14.25,2025-01-15 15:50:09
FEED,TCORPCPS,REG,E0,"",0,0,0,0,7.88,0,,7.88,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,TCORPR1,REG,PRE,"",0,0,0,0,0.79,0,,0.79,,0,,,,0,0,,2025-01-15 09:30:18
FEED,TELE,REG,E0,"",0,0,0,0,9.26,10000,,9.54,,101603579.79,9.66,9.21,-0.28,10794567,3864,9.6,2025-01-15 15:50:09
FEED,TGL,REG,E0,"",0,0,0,0,145.32,15,,147.81,,3355771.86,148.98,145.0,-2.49,22916,110,146.01,2025-01-15 15:50:09
FEED,THALL,REG,E0,"",0,0,0,0,422.97,35,,411.02,,70537474.31,442.0,420.0,11.95,164158,508,425.0,2025-01-15 15:50:09
FEED,THCCL,REG,E0,"",0,0,0,0,217.01,10,,207.99,,298552837.03,222.65,209.01,9.02,1373511,3560,209.99,2025-01-15 15:50:09
FEED,TICL,REG,E0,"",0,0,0,0,296.38,838,,300.91,,871467.2,309.89,285.01,-4.53,2940,12,300.0,2025-01-15 15:50:09
FEED,TOMCL,REG,E0,"",0,0,0,0,34.8,7000,,35.1,,12760089.27,35.4,34.61,-0.3,365236,524,35.34,2025-01-15 15:50:09
FEED,TOWL,REG,E0,"",0,0,0,0,151.5,100,,147.41,,4134039.85,153.0,147.89,4.09,27444,113,147.9,2025-01-15 15:50:09
FEED,TPL,REG,E0,"",0,0,0,0,5.74,50,,5.81,,7887374.7,5.89,5.7,-0.07,1359047,282,5.89,2025-01-15 15:50:09
FEED,TPLI,REG,E0,"",0,0,0,0,10.2,1,,10.31,,24819.88,10.44,10.16,-0.11,2435,4,10.16,2025-01-15 15:50:09
FEED,TPLL,REG,E0,"",0,0,0,0,56.5,0,,56.5,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,TPLP,REG,E0,"",0,0,0,0,13.15,100,,13.08,,71979218.55,13.44,13.02,0.07,5443979,2356,13.12,2025-01-15 15:50:09
FEED,TPLRF1,REG,E0,"",0,0,0,0,14.61,1,,14.61,,4514.98,15.0,14.99,0.0,301,3,14.99,2025-01-15 15:50:09
FEED,TPLT,REG,E0,"",0,0,0,0,9.4,2000,,9.35,,76639.2,9.4,9.35,0.05,8318,8,9.35,2025-01-15 15:50:09
FEED,TREET,REG,E0,"",0,0,0,0,23.47,465,,23.56,,167061243.3,24.4,23.35,-0.09,6970426,3654,23.65,2025-01-15 15:50:09
FEED,TRG,REG,E0,"",0,0,0,0,68.78,1000,,66.19,,2069854625.7,71.9,67.01,2.59,29668408,17121,67.25,2025-01-15 15:50:09
FEED,TRIBL,REG,E1,"",0,0,0,0,0.97,0,,0.97,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,TRIPF,REG,E0,"",0,0,0,0,140.0,1976,,145.0,,308373.84,146.48,140.0,-5.0,2202,8,141.01,2025-01-15 15:50:09
FEED,TRSM,REG,E0,"",0,0,0,0,3.76,1784,,3.84,,454757.89,3.84,3.7,-0.08,121504,74,3.84,2025-01-15 15:50:09
FEED,TSBL,REG,E0,"",0,0,0,0,12.65,0,,12.65,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,TSMF,REG,E0,"",0,0,0,0,7.94,1169,,7.5,,80537.8,8.0,7.8,0.44,10218,19,7.8,2025-01-15 15:50:09
FEED,TSML,REG,E0,"",0,0,0,0,68.02,20,,68.02,,1401.4,70.07,70.07,0.0,20,1,70.07,2025-01-15 15:50:09
FEED,TSPL,REG,E0,"",0,0,0,0,6.09,708,,6.15,,478111.3,6.34,6.0,-0.06,78241,45,6.05,2025-01-15 15:50:09
FEED,UBDL,REG,E0,"",0,0,0,0,22.27,100000,,23.08,,2353433.87,24.89,21.03,-0.81,105571,46,23.93,2025-01-15 15:50:09
FEED,UBL,REG,E0,"",0,0,0,0,385.08,10,,388.29,,180699946.27,390.0,382.01,-3.21,467871,867,390.0,2025-01-15 15:50:09
FEED,UBLPETF,REG,E0,"",0,0,0,0,23.97,500,,23.94,,107705.0,23.97,23.9,0.03,4500,5,23.94,2025-01-15 15:50:09
FEED,UCAPM,REG,E0,"",0,0,0,0,3.08,200,,3.08,,3568.24,3.07,2.9,0.0,1213,7,2.9,2025-01-15 15:50:09
FEED,UDLI,REG,E0,"",0,0,0,0,8.39,22,,7.7,,99598.11,8.4,7.99,0.69,12088,12,7.99,2025-01-15 15:50:09
FEED,UDPL,REG,E0,"",0,0,0,0,54.42,10,,54.42,,979.57,57.88,53.5,0.0,18,5,57.88,2025-01-15 15:50:09
FEED,UNIC,REG,E0,"",0,0,0,0,16.1,500,,16.0,,314792.8,16.48,16.0,0.1,19633,11,16.0,2025-01-15 15:50:09
FEED,UNITY,REG,E0,"",0,0,0,0,33.01,1000,,32.67,,58474191.98,33.62,32.75,0.34,1756221,617,33.0,2025-01-15 15:50:09
FEED,UPFL,REG,E0,"",0,0,0,0,21465.0,2,,21450.0,,1799726.58,21500.0,21020.13,15.0,85,36,21021.05,2025-01-15 15:50:09
FEED,USMT,REG,E1,"",0,0,0,0,0.51,0,,0.51,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,UVIC,REG,E0,"",0,0,0,0,9.71,18,,10.79,,1052992.75,11.1,9.71,-1.08,107496,164,11.1,2025-01-15 15:50:09
FEED,WAHN,REG,E0,"",0,0,0,0,232.94,153,,226.02,,668801.14,234.8,228.64,6.92,2903,54,229.5,2025-01-15 15:50:09
FEED,WAVES,REG,E0,"",0,0,0,0,8.17,1,,8.18,,6934881.4,8.3,8.1,-0.01,842240,586,8.2,2025-01-15 15:50:09
FEED,WAVESAPP,REG,E0,"",0,0,0,0,10.42,4750,,10.53,,19475408.68,10.75,10.35,-0.11,1846174,498,10.55,2025-01-15 15:50:09
FEED,WTL,REG,E0,"",0,0,0,0,1.8,100,,1.78,,124139361.76,1.85,1.75,0.02,68666714,2486,1.75,2025-01-15 15:50:09
FEED,YOUW,REG,E0,"",0,0,0,0,4.0,532,,4.04,,2242530.14,4.09,3.99,-0.04,557859,239,4.02,2025-01-15 15:50:09
FEED,ZAHID,REG,E0,"",0,0,0,0,30.21,111,,28.0,,93981.1,30.25,25.21,2.21,3140,11,29.5,2025-01-15 15:50:09
FEED,ZELP,REG,E1,"",0,0,0,0,0.44,0,,0.44,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,ZHCM,REG,E1,"",0,0,0,0,0.06,0,,0.06,,0.0,,,,0,0,,2025-01-15 15:50:09
FEED,ZIL,REG,E0,"",0,0,0,0,242.14,5,,255.43,,222160.63,250.0,231.2,-13.29,904,18,250.0,2025-01-15 15:50:09
FEED,ZTL,REG,E0,"",0,0,0,0,11.01,71,,11.01,,781.02,11.01,11.0,0.0,71,2,11.01,2025-01-15 15:50:09
